제품,제품특성
B002-01848-00007,"주요 기능성(식약처인증):체지방 감소, 제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1캡슐 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 푸닉산+후코잔틴:176.7mg :1개, 제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1캡슐 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):해당 없음 푸닉산+후코잔틴:177mg :1개, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)영양소 원료명(식약처고시)푸닉산+후코잔틴:정, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)푸닉산+후코잔틴:캡슐, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)푸닉산+후코잔틴:캡슐, 제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2캡슐 제품용량:28일분 주요 기능성(식약처인증):체지방 감소 푸닉산+후코잔틴:177mg :1개, 식품품질인증제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)영양소 원료명(식약처고시)푸닉산+후코잔틴:GMP우수건강기능식품제조기준, 제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2캡슐 제품용량:15일분 주요 기능성(식약처인증):체지방 감소 푸닉산+후코잔틴:177mg :1개, 제품타입_A제품용량_A주요 기능성(식약처인증)_A:캡슐, 제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1캡슐 제품용량:3개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):해당 없음 푸닉산+후코잔틴:177mg :1개, 제품타입:캡슐 섭취방법:물과 함께 섭취횟수:하루 한 번 1일 총 섭취량:1캡슐 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 :1개, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량푸닉산+후코잔틴:캡슐, 제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1캡슐 제품용량:14일분 주요 기능성(식약처인증):체지방 감소 푸닉산+후코잔틴:177mg :1개, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)영양소 원료명(식약처고시)푸닉산+후코잔틴:정, 제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1캡슐 제품용량_A주요 기능성(식약처인증):1개월분 영양소 원료명(식약처고시):체지방 감소 푸닉산+후코잔틴:해당 없음 :177mg, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)영양소 원료명(식약처고시)푸닉산+후코잔틴:정, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)영양소 원료명(식약처고시):정, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)영양소 원료명(식약처고시)푸닉산+후코잔틴:캡슐, 제품타입섭취방법섭취대상섭취횟수1일 총 섭취량제품용량주요 기능성(식약처인증)영양소 원료명(식약처고시)푸닉산+후코잔틴:정 600mg 굿밤 다이어트 30캡슐"
B002-01363-00001,"생균:가르시니아유산균,초유단백질포스트바이오틱스.신바이오틱스, 10억 CFU 1일 총 섭취량:1포 제품용량:1개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):아연 :4개 3360 800mg x 180정"
B002-01605-00001,제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:1개월분 :1개 1000mg x 30정
B002-01605-00002,제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 제품용량:개인별 다름 :1개 3G 1200mg x 30정
B002-03630-00002,주요 기능성(식약처인증):장건강 영양소 원료명(식약처고시):단백질 영양소 원료명(식약처고시):식이섬유 제품타입:분말 섭취방법:물에 섞어서 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1포 제품용량:1개월분 식이섬유:4g :1개 6g x 30포
B002-01034-00001,HCA:750mg 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 1일 총 섭취량:3정 제품용량:14일분 제품타입:정 섭취횟수:하루 세 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개 900mg x 42정
B002-03538-00001,포장형태:용기형 제품용량:2개월분 섭취횟수:하루 한 번 1일 총 섭취량:1정 섭취방법:물과 함께 :1개 650mg x 60정
B002-03538-00002,섭취횟수:하루 한 번 섭취방법:물과 함께 :1개 90% 600mg x 60정
B002-03538-00003,"제품유형:일반식품 영양소 원료명(식약처고시)_A콜라겐 펩타이드:비타민C 종류:496mg 분자량:어류 섭취대상:500Da 제품타입:성인남녀 제품용량:정 섭취횟수:3개월분 1일 총 섭취량:하루 한 번 섭취방법:1정 :물과 함께, 제품유형:일반식품 영양소 원료명(식약처고시)_A종류:비타민C 분자량:어류 섭취대상:300DA 제품타입:성인남녀 제품용량:분말 섭취횟수:1개월분 1일 총 섭취량:하루 한 번 섭취방법:1포 :바로 음용 620mg x 90정"
B002-00902-00001,제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2정 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):아연 :1개 800mg x 60정
B002-00902-00002,제품유형:일반식품 종류:어류 섭취대상:성인남녀 제품타입:액상 제품용량:15일분 섭취횟수:하루 한 번 1일 총 섭취량:1포 섭취방법:바로 음용 :1개 22g x 15포
B002-00092-00002,제품유형:일반식품 영양소 원료명(식약처고시)_A종류:비오틴 분자량:어류 섭취대상:300Da 제품타입:성인남녀 제품용량:정 섭취횟수:2개월분 1일 총 섭취량:하루 한 번 섭취방법:1정 :씹어서 1000mg x 60정
B002-00092-00003,"제품유형종류섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:일반식품, 1일 총 섭취량:3캡슐, 1일 총 섭취량:3캡슐, 영양소 원료명(식약처고시)영양소 원료명(식약처고시)영양소 원료명(식약처고시)콜라겐 펩타이드섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:비타민D, 제품유형영양소 원료명(식약처고시)콜라겐 펩타이드종류섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:일반식품, 주요 기능성(식약처인증)섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:피부건강, 제품유형콜라겐 펩타이드종류분자량섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:일반식품, 주요 기능성(식약처인증)섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:피부건강, 주요 기능성(식약처인증)섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:영양보충, 주요 기능성(식약처인증)콜라겐 펩타이드섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:피부건강, 제품유형주요 기능성(식약처인증)영양소 원료명(식약처고시)콜라겐 펩타이드종류분자량섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:일반식품, 주요 기능성(식약처인증)섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:피부건강, 제품유형주요 기능성(식약처인증)영양소 원료명(식약처고시)콜라겐 펩타이드종류분자량섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:일반식품, 제품유형종류섭취대상제품타입제품용량섭취횟수1일 총 섭취량섭취방법:일반식품 1000mg x 60정"
B002-00683-00001,제품유형:일반식품 종류:어류 섭취대상:성인남녀 제품타입:분말 제품용량:3개월분 섭취횟수:하루 한 번 1일 총 섭취량:1포 섭취방법:바로 음용 :1개 3g x 90포
B002-01221-00001,제품유형:건강기능식품 주요 기능성(식약처인증):피부건강 영양소 원료명(식약처고시):단백질 콜라겐 펩타이드:2.7141mg 종류:어류 분자량:512Da 섭취대상:성인남녀 제품타입:액상 제품용량:1개월분 섭취횟수:하루 한 번 1일 총 섭취량:1포 섭취방법:바로 음용 :1개 18ml x 30포
B002-00043-00001,제품타입:캡슐 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2캡슐 제품용량:3개월분 주요 기능성(식약처인증):체지방 감소 공액리놀레산:1.6g :1개 180캡슐
B002-00043-00002,제품용량_A:6개월분 360정
B002-02138-00001,"HCA:1100mg 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):요오드 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 1일 총 섭취량:3정 제품용량:1개월분 제품타입:정 섭취횟수:하루 세 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 두 번 1일 총 섭취량:2정 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A:비타민D, 주요 기능성(식약처인증):체지방 감소 :1개, HCA:1100mg 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 1일 총 섭취량:3정 제품용량:1개월분 제품타입:정 섭취횟수:하루 세 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 1일 총 섭취량:5정 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):요오드 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 :1개 4 1200mg x 90정"
B002-02138-00002,"제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 두 번 1일 총 섭취량:2정 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, HCA:1100mg 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):요오드 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 1일 총 섭취량:3정 제품용량:1개월분 제품타입:정 섭취횟수:하루 세 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):체지방 감소 :1개, 영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A:비타민D, 주요 기능성(식약처인증):체지방 감소 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 두 번 1일 총 섭취량:1정 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 카테킨:350mg :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 1일 총 섭취량:5정 제품용량:1개월분 주요 기능성(식약처인증):체지방 감소 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):요오드 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 :1개 4 1100mg x 60정"
